sottcID,ComplexID,MimotopeSetID,sottcComments
243,148,888,NULL
244,149,888,NULL
245,150,888,NULL
246,151,888,NULL
247,152,888,NULL
248,153,888,NULL
249,154,888,NULL
250,155,888,NULL
251,156,888,NULL
252,157,888,NULL
253,158,888,NULL
254,129,889,NULL
255,130,889,NULL
256,131,889,NULL
257,132,889,NULL
258,133,889,NULL
259,134,889,NULL
260,135,889,NULL
261,136,889,NULL
262,137,889,NULL
263,138,889,NULL
264,139,889,NULL
265,140,889,NULL
266,141,889,NULL
267,142,889,NULL
268,143,889,NULL
269,144,889,NULL
270,145,889,NULL
271,146,889,NULL
272,147,889,NULL
273,148,889,NULL
274,149,889,NULL
275,150,889,NULL
276,151,889,NULL
277,152,889,NULL
278,153,889,NULL
279,154,889,NULL
280,155,889,NULL
281,156,889,NULL
282,157,889,NULL
283,158,889,NULL
284,129,890,NULL
285,130,890,NULL
286,131,890,NULL
287,132,890,NULL
288,133,890,NULL
289,134,890,NULL
290,135,890,NULL
291,136,890,NULL
292,137,890,NULL
293,138,890,NULL
294,139,890,NULL
295,140,890,NULL
296,141,890,NULL
297,142,890,NULL
298,143,890,NULL
299,144,890,NULL
300,145,890,NULL
301,146,890,NULL
302,147,890,NULL
303,148,890,NULL
304,149,890,NULL
305,150,890,NULL
306,151,890,NULL
307,152,890,NULL
308,153,890,NULL
309,154,890,NULL
310,155,890,NULL
311,156,890,NULL
312,157,890,NULL
313,158,890,NULL
314,129,891,NULL
315,130,891,NULL
316,131,891,NULL
317,132,891,NULL
318,133,891,NULL
319,134,891,NULL
320,135,891,NULL
321,136,891,NULL
322,137,891,NULL
323,138,891,NULL
324,139,891,NULL
325,140,891,NULL
326,141,891,NULL
327,142,891,NULL
328,143,891,NULL
329,144,891,NULL
330,145,891,NULL
331,146,891,NULL
332,147,891,NULL
333,148,891,NULL
334,149,891,NULL
335,150,891,NULL
336,151,891,NULL
337,152,891,NULL
338,153,891,NULL
339,154,891,NULL
340,155,891,NULL
341,156,891,NULL
342,157,891,NULL
343,158,891,NULL
344,129,1028,NULL
345,130,1028,NULL
346,131,1028,NULL
347,132,1028,NULL
348,133,1028,NULL
349,134,1028,NULL
350,135,1028,NULL
351,136,1028,NULL
352,137,1028,NULL
353,138,1028,NULL
354,139,1028,NULL
355,140,1028,NULL
356,141,1028,NULL
357,142,1028,NULL
358,143,1028,NULL
359,144,1028,NULL
360,145,1028,NULL
361,146,1028,NULL
362,147,1028,NULL
363,148,1028,NULL
364,149,1028,NULL
365,150,1028,NULL
366,151,1028,NULL
367,152,1028,NULL
368,153,1028,NULL
369,154,1028,NULL
370,155,1028,NULL
371,156,1028,NULL
372,157,1028,NULL
373,158,1028,NULL
374,129,1335,NULL
375,130,1335,NULL
376,131,1335,NULL
377,132,1335,NULL
378,133,1335,NULL
379,134,1335,NULL
380,135,1335,NULL
381,136,1335,NULL
382,137,1335,NULL
383,138,1335,NULL
384,139,1335,NULL
385,140,1335,NULL
386,141,1335,NULL
387,142,1335,NULL
388,143,1335,NULL
389,144,1335,NULL
390,145,1335,NULL
391,146,1335,NULL
392,147,1335,NULL
393,148,1335,NULL
394,149,1335,NULL
395,150,1335,NULL
396,151,1335,NULL
397,152,1335,NULL
398,153,1335,NULL
399,154,1335,NULL
400,155,1335,NULL
401,156,1335,NULL
402,157,1335,NULL
403,158,1335,NULL
404,129,1445,NULL
405,130,1445,NULL
406,131,1445,NULL
407,132,1445,NULL
408,133,1445,NULL
409,134,1445,NULL
410,135,1445,NULL
411,136,1445,NULL
412,137,1445,NULL
413,138,1445,NULL
414,139,1445,NULL
415,140,1445,NULL
416,141,1445,NULL
417,142,1445,NULL
418,143,1445,NULL
419,144,1445,NULL
420,145,1445,NULL
421,146,1445,NULL
422,147,1445,NULL
423,148,1445,NULL
424,149,1445,NULL
425,150,1445,NULL
426,151,1445,NULL
427,152,1445,NULL
428,153,1445,NULL
429,154,1445,NULL
430,155,1445,NULL
431,156,1445,NULL
432,157,1445,NULL
433,158,1445,NULL
434,129,1446,NULL
435,130,1446,NULL
436,131,1446,NULL
437,132,1446,NULL
438,133,1446,NULL
439,134,1446,NULL
440,135,1446,NULL
441,136,1446,NULL
442,137,1446,NULL
443,138,1446,NULL
444,139,1446,NULL
445,140,1446,NULL
446,141,1446,NULL
447,142,1446,NULL
448,143,1446,NULL
449,144,1446,NULL
450,145,1446,NULL
451,146,1446,NULL
452,147,1446,NULL
453,148,1446,NULL
454,149,1446,NULL
455,150,1446,NULL
456,151,1446,NULL
457,152,1446,NULL
458,153,1446,NULL
459,154,1446,NULL
460,155,1446,NULL
461,156,1446,NULL
462,157,1446,NULL
463,158,1446,NULL
464,129,1447,NULL
465,130,1447,NULL
466,131,1447,NULL
467,132,1447,NULL
468,133,1447,NULL
469,134,1447,NULL
470,135,1447,NULL
471,136,1447,NULL
472,137,1447,NULL
473,138,1447,NULL
474,139,1447,NULL
475,140,1447,NULL
476,141,1447,NULL
477,142,1447,NULL
478,143,1447,NULL
479,144,1447,NULL
480,145,1447,NULL
481,146,1447,NULL
482,147,1447,NULL
483,148,1447,NULL
484,149,1447,NULL
485,150,1447,NULL
486,151,1447,NULL
487,152,1447,NULL
488,153,1447,NULL
489,154,1447,NULL
490,155,1447,NULL
491,156,1447,NULL
492,157,1447,NULL
493,158,1447,NULL
494,129,1528,NULL
495,130,1528,NULL
496,131,1528,NULL
497,132,1528,NULL
498,133,1528,NULL
499,134,1528,NULL
500,135,1528,NULL
501,136,1528,NULL
502,137,1528,NULL
503,138,1528,NULL
504,139,1528,NULL
505,140,1528,NULL
506,141,1528,NULL
507,142,1528,NULL
508,143,1528,NULL
509,144,1528,NULL
510,145,1528,NULL
511,146,1528,NULL
512,147,1528,NULL
513,148,1528,NULL
514,149,1528,NULL
515,150,1528,NULL
516,151,1528,NULL
517,152,1528,NULL
518,153,1528,NULL
519,154,1528,NULL
520,155,1528,NULL
521,156,1528,NULL
522,157,1528,NULL
523,158,1528,NULL
524,129,1651,NULL
525,130,1651,NULL
526,131,1651,NULL
527,132,1651,NULL
528,133,1651,NULL
529,134,1651,NULL
530,135,1651,NULL
531,136,1651,NULL
532,137,1651,NULL
533,138,1651,NULL
534,139,1651,NULL
535,140,1651,NULL
536,141,1651,NULL
537,142,1651,NULL
538,143,1651,NULL
539,144,1651,NULL
540,145,1651,NULL
541,146,1651,NULL
542,147,1651,NULL
543,148,1651,NULL
544,149,1651,NULL
545,150,1651,NULL
546,151,1651,NULL
547,152,1651,NULL
548,153,1651,NULL
549,154,1651,NULL
550,155,1651,NULL
551,156,1651,NULL
552,157,1651,NULL
553,158,1651,NULL
554,129,1678,NULL
555,130,1678,NULL
556,131,1678,NULL
557,132,1678,NULL
558,133,1678,NULL
559,134,1678,NULL
560,135,1678,NULL
561,136,1678,NULL
562,137,1678,NULL
563,138,1678,NULL
564,139,1678,NULL
565,140,1678,NULL
566,141,1678,NULL
567,142,1678,NULL
568,143,1678,NULL
569,144,1678,NULL
570,145,1678,NULL
571,146,1678,NULL
572,147,1678,NULL
573,148,1678,NULL
574,149,1678,NULL
575,150,1678,NULL
576,151,1678,NULL
577,152,1678,NULL
578,153,1678,NULL
579,154,1678,NULL
580,155,1678,NULL
581,156,1678,NULL
582,157,1678,NULL
583,158,1678,NULL
584,129,1693,NULL
585,130,1693,NULL
586,131,1693,NULL
587,132,1693,NULL
588,133,1693,NULL
589,134,1693,NULL
590,135,1693,NULL
591,136,1693,NULL
592,137,1693,NULL
593,138,1693,NULL
594,139,1693,NULL
595,140,1693,NULL
596,141,1693,NULL
597,142,1693,NULL
598,143,1693,NULL
599,144,1693,NULL
600,145,1693,NULL
601,146,1693,NULL
602,147,1693,NULL
603,148,1693,NULL
604,149,1693,NULL
605,150,1693,NULL
606,151,1693,NULL
607,152,1693,NULL
608,153,1693,NULL
609,154,1693,NULL
610,155,1693,NULL
611,156,1693,NULL
612,157,1693,NULL
613,158,1693,NULL
614,129,1694,NULL
615,130,1694,NULL
616,131,1694,NULL
617,132,1694,NULL
618,133,1694,NULL
619,134,1694,NULL
620,135,1694,NULL
621,136,1694,NULL
622,137,1694,NULL
623,138,1694,NULL
624,139,1694,NULL
625,140,1694,NULL
626,141,1694,NULL
627,142,1694,NULL
628,143,1694,NULL
629,144,1694,NULL
630,145,1694,NULL
631,146,1694,NULL
632,147,1694,NULL
633,148,1694,NULL
634,149,1694,NULL
635,150,1694,NULL
636,151,1694,NULL
637,152,1694,NULL
638,153,1694,NULL
639,154,1694,NULL
640,155,1694,NULL
641,156,1694,NULL
642,157,1694,NULL
643,158,1694,NULL
644,129,1695,NULL
645,130,1695,NULL
646,131,1695,NULL
647,132,1695,NULL
648,133,1695,NULL
649,134,1695,NULL
650,135,1695,NULL
651,136,1695,NULL
652,137,1695,NULL
653,138,1695,NULL
654,139,1695,NULL
655,140,1695,NULL
656,141,1695,NULL
657,142,1695,NULL
658,143,1695,NULL
659,144,1695,NULL
660,145,1695,NULL
661,146,1695,NULL
662,147,1695,NULL
663,148,1695,NULL
664,149,1695,NULL
665,150,1695,NULL
666,151,1695,NULL
667,152,1695,NULL
668,153,1695,NULL
669,154,1695,NULL
670,155,1695,NULL
671,156,1695,NULL
672,157,1695,NULL
673,158,1695,NULL
674,129,1696,NULL
675,130,1696,NULL
676,131,1696,NULL
677,132,1696,NULL
678,133,1696,NULL
679,134,1696,NULL
680,135,1696,NULL
681,136,1696,NULL
682,137,1696,NULL
683,138,1696,NULL
684,139,1696,NULL
685,140,1696,NULL
686,141,1696,NULL
687,142,1696,NULL
688,143,1696,NULL
689,144,1696,NULL
690,145,1696,NULL
691,146,1696,NULL
692,147,1696,NULL
693,148,1696,NULL
694,149,1696,NULL
695,150,1696,NULL
696,151,1696,NULL
697,152,1696,NULL
698,153,1696,NULL
699,154,1696,NULL
700,155,1696,NULL
701,156,1696,NULL
702,157,1696,NULL
703,158,1696,NULL
704,129,1697,NULL
705,130,1697,NULL
706,131,1697,NULL
707,132,1697,NULL
708,133,1697,NULL
709,134,1697,NULL
710,135,1697,NULL
711,136,1697,NULL
712,137,1697,NULL
713,138,1697,NULL
714,139,1697,NULL
715,140,1697,NULL
716,141,1697,NULL
717,142,1697,NULL
718,143,1697,NULL
719,144,1697,NULL
720,145,1697,NULL
721,146,1697,NULL
722,147,1697,NULL
723,148,1697,NULL
724,149,1697,NULL
725,150,1697,NULL
726,151,1697,NULL
727,152,1697,NULL
728,153,1697,NULL
729,154,1697,NULL
730,155,1697,NULL
731,156,1697,NULL
732,157,1697,NULL
733,158,1697,NULL
734,129,1750,NULL
735,130,1750,NULL
736,131,1750,NULL
737,132,1750,NULL
738,133,1750,NULL
739,134,1750,NULL
740,135,1750,NULL
741,136,1750,NULL
742,137,1750,NULL
743,138,1750,NULL
744,139,1750,NULL
745,140,1750,NULL
746,141,1750,NULL
747,142,1750,NULL
748,143,1750,NULL
749,144,1750,NULL
750,145,1750,NULL
751,146,1750,NULL
752,147,1750,NULL
753,148,1750,NULL
754,149,1750,NULL
755,150,1750,NULL
756,151,1750,NULL
757,152,1750,NULL
758,153,1750,NULL
759,154,1750,NULL
760,155,1750,NULL
761,156,1750,NULL
762,157,1750,NULL
763,158,1750,NULL
764,129,1772,NULL
765,130,1772,NULL
766,131,1772,NULL
767,132,1772,NULL
768,133,1772,NULL
769,134,1772,NULL
770,135,1772,NULL
771,136,1772,NULL
772,137,1772,NULL
773,138,1772,NULL
774,139,1772,NULL
775,140,1772,NULL
776,141,1772,NULL
777,142,1772,NULL
778,143,1772,NULL
779,144,1772,NULL
780,145,1772,NULL
781,146,1772,NULL
782,147,1772,NULL
783,148,1772,NULL
784,149,1772,NULL
785,150,1772,NULL
786,151,1772,NULL
787,152,1772,NULL
788,153,1772,NULL
789,154,1772,NULL
790,155,1772,NULL
791,156,1772,NULL
792,157,1772,NULL
793,158,1772,NULL
794,129,1773,NULL
795,130,1773,NULL
796,131,1773,NULL
797,132,1773,NULL
798,133,1773,NULL
799,134,1773,NULL
800,135,1773,NULL
801,136,1773,NULL
802,137,1773,NULL
803,138,1773,NULL
804,139,1773,NULL
805,140,1773,NULL
806,141,1773,NULL
807,142,1773,NULL
808,143,1773,NULL
809,144,1773,NULL
810,145,1773,NULL
811,146,1773,NULL
812,147,1773,NULL
813,148,1773,NULL
814,149,1773,NULL
815,150,1773,NULL
816,151,1773,NULL
817,152,1773,NULL
818,153,1773,NULL
819,154,1773,NULL
820,155,1773,NULL
821,156,1773,NULL
822,157,1773,NULL
823,158,1773,NULL
824,129,1775,NULL
825,130,1775,NULL
826,131,1775,NULL
827,132,1775,NULL
828,133,1775,NULL
829,134,1775,NULL
830,135,1775,NULL
831,136,1775,NULL
832,137,1775,NULL
833,138,1775,NULL
834,139,1775,NULL
835,140,1775,NULL
836,141,1775,NULL
837,142,1775,NULL
838,143,1775,NULL
839,144,1775,NULL
840,145,1775,NULL
841,146,1775,NULL
842,147,1775,NULL
843,148,1775,NULL
844,149,1775,NULL
845,150,1775,NULL
846,151,1775,NULL
847,152,1775,NULL
848,153,1775,NULL
849,154,1775,NULL
850,155,1775,NULL
851,156,1775,NULL
852,157,1775,NULL
853,158,1775,NULL
854,129,1791,NULL
855,130,1791,NULL
856,131,1791,NULL
857,132,1791,NULL
858,133,1791,NULL
859,134,1791,NULL
860,135,1791,NULL
861,136,1791,NULL
862,137,1791,NULL
863,138,1791,NULL
864,139,1791,NULL
865,140,1791,NULL
866,141,1791,NULL
867,142,1791,NULL
868,143,1791,NULL
869,144,1791,NULL
870,145,1791,NULL
871,146,1791,NULL
872,147,1791,NULL
873,148,1791,NULL
874,149,1791,NULL
875,150,1791,NULL
876,151,1791,NULL
877,152,1791,NULL
878,153,1791,NULL
879,154,1791,NULL
880,155,1791,NULL
881,156,1791,NULL
882,157,1791,NULL
883,158,1791,NULL
884,129,1792,NULL
885,130,1792,NULL
886,131,1792,NULL
887,132,1792,NULL
888,133,1792,NULL
889,134,1792,NULL
890,135,1792,NULL
891,136,1792,NULL
892,137,1792,NULL
893,138,1792,NULL
894,139,1792,NULL
895,140,1792,NULL
896,141,1792,NULL
897,142,1792,NULL
898,143,1792,NULL
899,144,1792,NULL
900,145,1792,NULL
901,146,1792,NULL
902,147,1792,NULL
903,148,1792,NULL
904,149,1792,NULL
905,150,1792,NULL
906,151,1792,NULL
907,152,1792,NULL
908,153,1792,NULL
909,154,1792,NULL
910,155,1792,NULL
911,156,1792,NULL
912,157,1792,NULL
913,158,1792,NULL
914,178,977,NULL
915,179,977,NULL
916,180,977,NULL
917,181,977,NULL
918,182,977,NULL
919,183,977,NULL
920,184,977,NULL
921,185,977,NULL
922,186,977,NULL
923,187,977,NULL
924,188,977,NULL
925,189,977,NULL
926,190,977,NULL
927,191,977,NULL
928,192,977,NULL
929,193,977,NULL
930,194,977,NULL
931,195,977,NULL
932,196,977,NULL
933,197,977,NULL
934,198,977,NULL
935,199,977,NULL
936,200,977,NULL
937,201,977,NULL
938,202,977,NULL
939,203,977,NULL
940,204,977,NULL
941,205,977,NULL
942,206,977,NULL
943,66,977,NULL
944,129,1689,NULL
945,130,1689,NULL
946,131,1689,NULL
947,132,1689,NULL
948,133,1689,NULL
949,134,1689,NULL
950,135,1689,NULL
951,136,1689,NULL
952,137,1689,NULL
953,138,1689,NULL
954,139,1689,NULL
955,140,1689,NULL
956,141,1689,NULL
957,142,1689,NULL
958,143,1689,NULL
959,144,1689,NULL
960,145,1689,NULL
961,146,1689,NULL
962,147,1689,NULL
963,148,1689,NULL
964,149,1689,NULL
965,150,1689,NULL
966,151,1689,NULL
967,152,1689,NULL
968,153,1689,NULL
969,154,1689,NULL
970,155,1689,NULL
971,156,1689,NULL
972,157,1689,NULL
973,158,1689,NULL
974,247,1902,NULL
975,177,1850,NULL
976,129,1856,NULL
977,130,1856,NULL
978,131,1856,NULL
979,132,1856,NULL
980,133,1856,NULL
981,134,1856,NULL
982,135,1856,NULL
983,136,1856,NULL
984,137,1856,NULL
985,138,1856,NULL
986,139,1856,NULL
987,140,1856,NULL
988,141,1856,NULL
989,142,1856,NULL
990,143,1856,NULL
991,144,1856,NULL
992,145,1856,NULL
993,146,1856,NULL
994,147,1856,NULL
995,148,1856,NULL
996,149,1856,NULL
997,150,1856,NULL
998,151,1856,NULL
999,152,1856,NULL
1000,153,1856,NULL
1001,154,1856,NULL
1002,155,1856,NULL
1003,156,1856,NULL
1004,157,1856,NULL
1005,158,1856,NULL
1006,129,1857,NULL
1007,130,1857,NULL
1008,131,1857,NULL
1009,132,1857,NULL
1010,133,1857,NULL
1011,134,1857,NULL
1012,135,1857,NULL
1013,136,1857,NULL
1014,137,1857,NULL
1015,138,1857,NULL
1016,139,1857,NULL
1017,140,1857,NULL
1018,141,1857,NULL
1019,142,1857,NULL
1020,143,1857,NULL
1021,144,1857,NULL
1022,145,1857,NULL
1023,146,1857,NULL
1024,147,1857,NULL
1025,148,1857,NULL
1026,149,1857,NULL
1027,150,1857,NULL
1028,151,1857,NULL
1029,152,1857,NULL
1030,153,1857,NULL
1031,154,1857,NULL
1032,155,1857,NULL
1033,156,1857,NULL
1034,157,1857,NULL
1035,158,1857,NULL
1036,129,1858,NULL
1037,130,1858,NULL
1038,131,1858,NULL
1039,132,1858,NULL
1040,133,1858,NULL
1041,134,1858,NULL
1042,135,1858,NULL
1043,136,1858,NULL
1044,137,1858,NULL
1045,138,1858,NULL
1046,139,1858,NULL
1047,140,1858,NULL
1048,141,1858,NULL
1049,142,1858,NULL
1050,143,1858,NULL
1051,144,1858,NULL
1052,145,1858,NULL
1053,146,1858,NULL
1054,147,1858,NULL
1055,148,1858,NULL
1056,149,1858,NULL
1057,150,1858,NULL
1058,151,1858,NULL
1059,152,1858,NULL
1060,153,1858,NULL
1061,154,1858,NULL
1062,155,1858,NULL
1063,156,1858,NULL
1064,157,1858,NULL
1065,158,1858,NULL
1066,129,1859,NULL
1067,130,1859,NULL
1068,131,1859,NULL
1069,132,1859,NULL
1070,133,1859,NULL
1071,134,1859,NULL
1072,135,1859,NULL
1073,136,1859,NULL
1074,137,1859,NULL
1075,138,1859,NULL
1076,139,1859,NULL
1077,140,1859,NULL
1078,141,1859,NULL
1079,142,1859,NULL
1080,143,1859,NULL
1081,144,1859,NULL
1082,145,1859,NULL
1083,146,1859,NULL
1084,147,1859,NULL
1085,148,1859,NULL
1086,149,1859,NULL
1087,150,1859,NULL
1088,151,1859,NULL
1089,152,1859,NULL
1090,153,1859,NULL
1091,154,1859,NULL
1092,155,1859,NULL
1093,156,1859,NULL
1094,157,1859,NULL
1095,158,1859,NULL
1096,207,1897,NULL
1097,208,1897,NULL
1098,207,1898,NULL
1099,208,1898,NULL
1100,207,1899,NULL
1101,208,1899,NULL
1102,207,1900,NULL
1103,208,1900,NULL
1104,209,1901,NULL
1105,210,1919,NULL
1106,211,1919,NULL
1107,210,1920,NULL
1108,211,1920,NULL
1109,212,1940,NULL
1110,213,1940,NULL
1111,214,1940,NULL
1112,215,1940,NULL
1113,216,1036,NULL
1114,216,1037,NULL
1115,216,1038,NULL
1116,217,2000,NULL
1117,218,2011,NULL
1118,219,2011,NULL
1119,223,357,NULL
1120,220,455,NULL
1121,220,456,NULL
1122,220,457,NULL
1123,220,458,NULL
1124,220,459,NULL
1125,220,460,NULL
1126,221,499,NULL
1127,220,528,NULL
1128,220,529,NULL
1129,220,530,NULL
1130,220,531,NULL
1131,220,532,NULL
1132,220,533,NULL
1133,222,537,NULL
1134,224,1004,NULL
1135,237,1007,NULL
1136,238,1007,NULL
1137,237,1008,NULL
1138,238,1008,NULL
1139,237,1023,NULL
1140,238,1023,NULL
1141,224,1061,NULL
1142,224,1062,NULL
1143,224,1063,NULL
1144,129,1448,NULL
1145,240,1759,NULL
1146,241,1759,NULL
1147,242,1759,NULL
1148,243,1759,NULL
1149,244,1825,NULL
1150,245,1825,NULL
1151,246,1825,NULL
1152,177,1849,NULL
1153,248,1902,NULL
1154,249,1902,NULL
1155,9,2058,NULL
1156,222,2322,NULL
1157,222,2323,NULL
1158,247,2340,NULL
1159,248,2340,NULL
1160,249,2340,NULL
1161,225,2393,NULL
1162,226,2393,NULL
1163,227,2393,NULL
1164,228,2393,NULL
1165,229,2393,NULL
1166,230,2393,NULL
1167,231,2393,NULL
1168,232,2393,NULL
1169,233,2393,NULL
1170,234,2393,NULL
1171,235,2393,NULL
1172,236,1762,NULL
1173,63,2395,NULL
1174,63,2396,NULL
1175,63,2397,NULL
1176,63,2398,NULL
1177,63,2399,NULL
1178,251,2414,NULL
1179,252,2414,NULL
1180,253,2414,NULL
1181,254,2414,NULL
1182,255,2414,NULL
1183,256,2414,NULL
1184,257,2414,NULL
1185,258,2414,NULL
1186,259,2414,NULL
1187,239,1762,NULL
1188,247,95,NULL
1189,248,95,NULL
1190,249,95,NULL
1191,19,164,NULL
1192,260,2656,NULL
1193,261,2656,NULL
1194,262,2656,NULL
1195,263,2656,NULL
1196,105,2697,NULL
1197,64,2696,NULL
1198,194,2760,NULL
1199,195,2760,NULL
1200,196,2760,NULL
1201,197,2760,NULL
1202,198,2760,NULL
1203,199,2760,NULL
1204,200,2760,NULL
1205,201,2760,NULL
1206,202,2760,NULL
1207,203,2760,NULL
1208,204,2760,NULL
1209,205,2760,NULL
1210,206,2760,NULL
1211,207,2760,NULL
1212,208,2760,NULL
1213,209,2760,NULL
1214,210,2760,NULL
1215,211,2760,NULL
1216,212,2760,NULL
1217,213,2760,NULL
1218,214,2760,NULL
1219,215,2760,NULL
1220,216,2760,NULL
1221,217,2760,NULL
1222,218,2760,NULL
1223,219,2760,NULL
1224,220,2760,NULL
1225,221,2760,NULL
1226,222,2760,NULL
1227,223,2760,NULL
1228,194,2761,NULL
1229,195,2761,NULL
1230,196,2761,NULL
1231,197,2761,NULL
1232,198,2761,NULL
1233,199,2761,NULL
1234,200,2761,NULL
1235,201,2761,NULL
1236,202,2761,NULL
1237,203,2761,NULL
1238,204,2761,NULL
1239,205,2761,NULL
1240,206,2761,NULL
1241,207,2761,NULL
1242,208,2761,NULL
1243,209,2761,NULL
1244,210,2761,NULL
1245,211,2761,NULL
1246,212,2761,NULL
1247,213,2761,NULL
1248,214,2761,NULL
1249,215,2761,NULL
1250,216,2761,NULL
1251,217,2761,NULL
1252,218,2761,NULL
1253,219,2761,NULL
1254,220,2761,NULL
1255,221,2761,NULL
1256,222,2761,NULL
1257,223,2761,NULL
1258,194,2762,NULL
1259,195,2762,NULL
1260,196,2762,NULL
1261,197,2762,NULL
1262,198,2762,NULL
1263,199,2762,NULL
1264,200,2762,NULL
1265,201,2762,NULL
