MimotopeSetID,FileName
223,20060615-1010060OOaafwAAAL-AAEJ
224,20060615-1010060OOaafxAAAL-AAEJ
225,20060615-1010060OOaafyAAAL-AAEJ
226,20060615-1010060OOaafzAAAL-AAEJ
227,20060615-1010060OOaagaAAAL-AAEJ
228,20060615-1010060OOaagbAAAL-AAEJ
229,20060615-1010060OOaagcAAAL-AAEJ
230,20060615-1010060OOaagdAAAL-AAEJ
231,20060615-1010060OOaageAAAL-AAEJ
232,20060615-1010060OOaagfAAAL-AAEJ
233,20060615-1010060OOaaggAAAL-AAEJ
234,20060615-1010060OOaaghAAAL-AAEJ
235,20060615-1010060OOaagiAAAL-AAEJ
236,20060615-1010060OOaagjAAAL-AAEJ
237,20060615-1010060OOaagkAAAL-AAEJ
238,20060615-1010060OOaaglAAAL-AAEJ
239,20080500-1010061OOaagmAAAL-AAEK
240,20070500-1010001OOaagnAAAL-AAEL
241,20060800-1010062OOaagoAABI-AAEM
242,20060800-1010001OOaaagAAAL-AAEN
243,20060600-1010001OOaagpAAAL-AAEO
244,20060600-1010001OOaagpAAAL-AAEO
245,20060904-1010002OOaagqAAAL-AAEP
246,20060904-1010001OOaagqAAAL-AAEP
247,19981211-1010063OOaagrAAAL-AAEQ
248,20060700-1010005OOaagsAABJ-AAER
249,20060700-1010001OOaagsAABJ-AAER
250,20060700-1010005OOaagsAABK-AAER
251,20060700-1010001OOaagsAABK-AAER
252,20060700-1010005OOaagsAABL-AAER
253,20060700-1010001OOaagsAABL-AAER
254,20060600-1010005OOaagtAABM-AAES
255,20060324-1010001OOaaguAABN-AAET
256,20051200-1010016OOaagvAAAL-AAEU
257,20051200-1010016OOaagvAAAL-AAEU
258,20051200-1010064OOaagwAAAL-AAEU
259,20051200-1010016OOaagwAAAL-AAEU
260,20051200-1010064OOaagwAAAL-AAEU
261,20060000-1010017OOaagxAAAL-AAEV
262,20060905-1010001OOaagyAAAL-AAEW
263,20060905-1010005OOaagyAAAL-AAEW
264,20060905-1010001OOaagzAAAL-AAEW
265,20060905-1010002OOaagzAAAL-AAEW
266,20060905-1010005OOaagzAAAL-AAEW
267,20070500-1010001OOaahaAAAL-AAEX
268,20040800-1010065OOaahbAAAL-AAEY
269,19971124-1010034OOaahcAABO-AAEZ
270,20160200-1010066OOaahdAAAL-AAFA
271,20051200-1010067OOaaheAAAL-AAFB
272,20060800-1010001OOaahfAAAL-AAFC
273,20060414-1010001OOaahgAABP-AAFD
274,20060800-1010001OOaahhAAAL-AAFE
275,20061015-1010001OOaahiAAAL-AAFF
276,20060317-1010001OOaabzAAAL-AAFG
277,20060317-1010005OOaabzAAAL-AAFG
278,20060317-1010001OOaabzAAAL-AAFG
279,20060317-1010005OOaabzAAAL-AAFG
280,20060317-1010001OOaabzAAAL-AAFG
281,20060317-1010005OOaabzAAAL-AAFG
282,20060317-1010001OOaabzAAAL-AAFG
283,20060317-1010005OOaabzAAAL-AAFG
284,20060224-1010068OOaahjAAAL-AAFH
285,20050500-1010001OOaahkAAAL-AAFI
286,20050500-1010005OOaahkAAAL-AAFI
287,20051200-1010017OOaahlAAAL-AAFJ
288,19971124-1010002OOaahmAABQ-AAFK
289,20050704-1010001OOaahnAAAL-AAFL
290,20050101-1010016OOaahoAAAL-AAFM
291,20050729-1010001OOaahpAAAL-AAFN
292,20050729-1010001OOaahpAABR-AAFN
293,20050801-1010001OOaahqAAAL-AAFO
294,20050314-1010002OOaahrAAAL-AAFP
295,20050314-1010001OOaahrAAAL-AAFP
296,20050401-1010002OOaaekAAAL-AAFQ
297,20050800-1010069OOaahsAAAL-AAFR
298,20050330-1010070OOaahtAAAL-AAFS
299,20040201-1010071OOaahuAAAL-AAFT
300,20040201-1010071OOaahvAAAL-AAFT
301,20040201-1010071OOaahwAAAL-AAFT
302,20041130-1010001OOaahxAAAL-AAFU
303,20041130-1010001OOaahyAAAL-AAFU
304,20041130-1010001OOaahzAAAL-AAFU
305,20041130-1010001OOaaiaAAAL-AAFU
306,20040409-1010011OOaaibAAAL-AAFV
307,20040500-1010016OOaaicAABS-AAFW
308,20040500-1010016OOaaicAABT-AAFW
309,20040300-1010072OOaaidAAAL-AAFX
310,20041101-1010005OOaaieAAAL-AAFY
311,20041101-1010005OOaaieAAAL-AAFY
312,20040930-1010001OOaaifAAAL-AAFZ
313,20040804-1010001OOaaigAAAL-AAGA
314,19960723-1010073OOaaihAAAL-AAGB
315,19960723-1010073OOaaiiAAAL-AAGB
316,19940930-1010028OOaaijAAAL-AAGC
317,20050000-1010074OOaaikAAAL-AAGD
318,20050000-1010074OOaailAAAL-AAGD
319,20050000-1010074OOaaimAAAL-AAGD
320,20040201-1010017OOaainAAAL-AAGE
321,20060301-1010001OOaaioAAAL-AAGF
322,20051200-1010001OOaaipAAAL-AAGG
323,20000505-1010075OOaaiqAABU-AAGH
324,20000505-1010075OOaaiqAABV-AAGH
325,20040312-1010001OOaairAAAL-AAGI
326,20040312-1010001OOaaisAAAL-AAGI
327,20040312-1010001OOaaitAAAL-AAGI
328,20040312-1010001OOaaiuAAAL-AAGJ
329,20060400-1010062OOaaivAAAL-AAGK
330,20060400-1010073OOaaivAAAL-AAGK
331,20060400-1010062OOaaiiAAAL-AAGK
332,20060400-1010073OOaaiiAAAL-AAGK
333,20070400-1010076OOaaiwAAAL-AAGL
334,20090500-1010002OOaaixAAAL-AAGM
335,20090500-1010001OOaaixAAAL-AAGM
336,20090500-1010002OOaaiyAAAL-AAGM
337,20041215-1010075OOaaizAAAL-AAGN
338,20041215-1010075OOaajaAAAL-AAGN
339,20041215-1010075OOaajbAAAL-AAGN
340,20041215-1010075OOaajcAAAL-AAGN
341,20041215-1010075OOaajdAAAL-AAGN
342,20041215-1010075OOaajeAAAL-AAGN
343,20070500-1010077OOaaadAABW-AAGO
344,20050101-1010065OOaajfAAAL-AAGP
345,20050101-1010065OOaajfAAAL-AAGP
346,20090500-1010002OOaajgAAAL-AAGQ
347,20060801-1010078OOaajhAAAL-AAGR
348,20060801-1010078OOaajiAAAL-AAGR
349,20060801-1010078OOaajjAAAL-AAGR
350,20060801-1010078OOaajkAAAL-AAGR
351,20060801-1010078OOaajlAAAL-AAGR
352,20060801-1010078OOaajmAAAL-AAGR
353,20061003-1010002OOaajnAABX-AAGS
354,20050218-1010005OOaajnAABY-AAGT
355,20070500-1010005OOaajoAAAL-AAGU
356,20061000-1010002OOaajpAAAL-AAGV
357,20101004-1010002OOaajqAABZ-AAGW
358,20080500-1010079OOaajrAACA-AAGX
359,20071201-1010080OOaajsAACB-AAGY
360,20070300-1010001OOaajtAACC-AAGZ
361,20071221-1010081OOaajuAAAL-AAHA
362,20071221-1010081OOaajvAAAL-AAHA
363,20071221-1010082OOaajvAAAL-AAHA
364,20071200-1010002OOaajwAAAL-AAHB
365,20071200-1010002OOaajxAACD-AAHB
366,20070413-1010083OOaajyAACE-AAHC
367,20131010-1010084OOaajzAACF-AAHD
368,20131010-1010084OOaajzAACG-AAHD
369,20071100-1010002OOaakaAACH-AAHE
370,20071100-1010002OOaakbAAAL-AAHF
371,20070300-1010085OOaakcAAAL-AAHG
372,20070300-1010086OOaakcAACI-AAHG
373,20070318-1010002OOaakdAACJ-AAHH
374,20110000-1010087OOaakeAACK-AAHI
375,20070725-1010002OOaakfAACL-AAHJ
376,20101004-1010088OOaakgAACM-AAHK
377,20070300-1010075OOaakhAACN-AAHL
378,20071115-1010001OOaakiAACO-AAHM
379,20070401-1010089OOaakjAAAL-AAHN
380,20070401-1010090OOaakjAAAL-AAHN
381,20051007-1010091OOaakkAACP-AAHO
382,20051007-1010092OOaakkAACQ-AAHO
383,20130306-1010001OOaaklAACR-AAHP
384,20071100-1010001OOaakmAACS-AAHQ
385,20070302-1010001OOaaknAAAL-AAHR
386,20070412-1010017OOaakoAAAL-AAHS
387,20071026-1010002OOaakpAAAL-AAHT
388,20071026-1010002OOaakqAAAL-AAHT
389,20071026-1010002OOaakrAAAL-AAHT
390,20071026-1010002OOaaksAAAL-AAHT
391,20071201-1010005OOaaktAAAL-AAHU
392,20071201-1010005OOaakuAAAL-AAHU
393,20130306-1010035OOaakvAAAL-AAHV
394,20130306-1010001OOaakwAACT-AAHW
395,20071100-1010001OOaakxAAAL-AAHX
396,20070400-1010005OOaakyAAAL-AAHY
397,20070901-1010001OOaakzAACU-AAHZ
398,20101004-1010001OOaalaAACV-AAIA
399,20101004-1010001OOaalaAACW-AAIA
400,20101004-1010001OOaalaAACX-AAIA
401,20101004-1010001OOaalbAACY-AAIB
402,20080500-1010017OOaalcAACZ-AAIC
403,20080500-1010002OOaaldAADA-AAID
404,20070400-1010002OOaaleAADB-AAIE
405,20071015-1010001OOaalfAADC-AAIF
406,20070600-1010001OOaalgAADD-AAIG
407,20140429-1010002OOaalhAADE-AAIH
408,20140429-1010002OOaalhAADE-AAIH
409,20100800-1010064OOaaliAADF-AAII
410,20100800-1010039OOaaliAADF-AAII
411,20131010-1010001OOaaljAADG-AAIJ
412,20110000-1010001OOaalkAADH-AAIK
413,20110000-1010001OOaallAADH-AAIK
414,20110000-1010001OOaalmAADH-AAIK
415,20070700-1010005OOaalnAADI-AAIL
416,20060200-1010005OOaaloAAAL-AAIM
417,20070622-1010005OOaalpAAAL-AAIN
418,20070622-1010005OOaalpAADJ-AAIN
419,20071100-1010016OOaalqAADK-AAIO
420,20070600-1010001OOaalrAAAL-AAIG
421,20131010-1010016OOaafeAADL-AAIP
422,20131010-1010016OOaafeAADL-AAIP
423,20131010-1010016OOaafeAADM-AAIP
424,20131010-1010016OOaafeAADM-AAIP
425,20080900-1010093OOaalsAADN-AAIQ
426,20080900-1010094OOaalsAADN-AAIQ
427,20080710-1010095OOaaltAAAL-AAIR
428,20000000-1010005OOaaluAADO-AAIS
429,20000000-1010005OOaaluAADO-AAIS
430,20080801-1010005OOaalvAADP-AAIT
431,20080400-1010002OOaalwAADQ-AAIU
432,20080215-1010001OOaalxAAAL-AAIV
433,20140429-1010002OOaalyAADR-AAIW
434,20140429-1010005OOaalyAADR-AAIW
435,20140429-1010001OOaalyAADR-AAIW
436,20080200-1010002OOaalzAAAL-AAIX
437,20080200-1010002OOaalzAAAL-AAIX
438,20080200-1010096OOaalzAAAL-AAIX
439,20080200-1010096OOaalzAAAL-AAIX
440,20080200-1010001OOaalzAAAL-AAIX
441,20000000-1010005OOaamaAADS-AAIY
442,20000000-1010005OOaamaAADS-AAIY
443,20000000-1010005OOaamaAADS-AAIY
444,20080400-1010097OOaambAAAL-AAIZ
445,20080400-1010097OOaamcAAAL-AAIZ
446,20000000-1010005OOaamdAADT-AAJA
447,20081107-1010001OOaameAADU-AAJB
448,19990800-1010001OOaamfAAAL-AAJC
449,20080219-1010098OOaamgAADV-AAJD
450,20080425-1010065OOaamhAAAL-AAJE
451,20080900-1010005OOaamiAADW-AAJF
452,20080900-1010005OOaamiAADX-AAJF
453,20120215-1010005OOaamjAAAL-AAJG
454,20120215-1010005OOaamkAAAL-AAJG
455,20080100-1010005OOaamlAADY-AAJH
456,20080100-1010005OOaamlAADZ-AAJH
457,20080100-1010005OOaamlAAEA-AAJH
458,20080100-1010005OOaamlAAEB-AAJH
459,20080100-1010005OOaamlAAEC-AAJH
460,20080100-1010005OOaamlAAED-AAJH
461,20000000-1010005OOaammAAEE-AAJI
462,20120215-1010001OOaamnAAEF-AAJJ
463,20120215-1010001OOaamnAAEG-AAJJ
464,20080422-1010099OOaamoAAAL-AAJK
465,20080422-1010100OOaamoAAAL-AAJK
466,20080109-1010001OOaampAAEH-AAJL
467,20060100-1010005OOaamqAAEI-AAJM
468,20080606-1010034OOaamrAAEJ-AAJN
469,20080606-1010101OOaamrAAEJ-AAJN
470,20131010-1010002OOaamsAAEK-AAJO
471,20131010-1010002OOaamsAAEL-AAJO
472,20081112-1010088OOaamtAAEM-AAJP
473,20120215-1010001OOaamuAAEN-AAJQ
474,20120215-1010002OOaamuAAEN-AAJQ
475,20120215-1010005OOaamuAAEN-AAJQ
476,20120215-1010001OOaamuAAEO-AAJQ
477,20120215-1010002OOaamuAAEO-AAJQ
478,20120215-1010001OOaamvAAEN-AAJQ
479,20120215-1010002OOaamvAAEN-AAJQ
480,20120215-1010001OOaamvAAEO-AAJQ
481,20120215-1010002OOaamvAAEO-AAJQ
482,20140429-1010002OOaamwAAAL-AAJR
483,20140429-1010001OOaamwAAAL-AAJR
484,20140429-1010002OOaamxAAAL-AAJR
485,20140429-1010001OOaamxAAAL-AAJR
486,19990800-1010102OOaamyAAAL-AAJS
487,20081200-1010001OOaamzAAEP-AAJT
488,20081200-1010001OOaamzAAEP-AAJT
489,20081200-1010001OOaamzAAEP-AAJT
490,20081200-1010001OOaamzAAEP-AAJT
491,20081200-1010001OOaamzAAEP-AAJT
492,20120215-1010001OOaanaAAAL-AAJU
493,20020915-1010103OOaanbAAAL-AAJV
494,20020915-1010103OOaamcAAAL-AAJV
495,20080700-1010104OOaancAAAL-AAJW
496,20080901-1010066OOaandAAEQ-AAJX
497,20081200-1010005OOaaneAAAL-AAJY
498,20081200-1010005OOaanfAAAL-AAJY
499,19990800-1010001OOaangAAER-AAJZ
500,20080515-1010001OOaanhAAAL-AAKA
501,20081200-1010060OOaaniAAAL-AAKB
502,20081200-1010060OOaanjAAAL-AAKB
503,20081200-1010001OOaanjAAAL-AAKB
504,20081200-1010060OOaankAAAL-AAKB
505,20081200-1010060OOaanlAAAL-AAKB
506,20080400-1010001OOaanmAAES-AAKC
507,20080400-1010001OOaannAAET-AAKC
508,20090215-1010005OOaakrAAAL-AAKD
509,20080226-1010001OOaanoAAAL-AAKE
510,20140429-1010001OOaanpAAAL-AAKF
511,20140429-1010001OOaanqAAAL-AAKF
512,20140429-1010001OOaanrAAAL-AAKF
513,20140429-1010001OOaansAAAL-AAKF
514,20110600-1010001OOaantAAAL-AAKG
515,20080900-1010005OOaanuAAEU-AAKH
516,20080400-1010001OOaanvAAAL-AAKI
517,20080830-1010001OOaanwAAAL-AAKJ
518,20080830-1010001OOaanwAAAL-AAKJ
519,20080830-1010001OOaanxAAAL-AAKJ
520,20080830-1010001OOaanxAAAL-AAKJ
521,20080830-1010001OOaanyAAAL-AAKJ
522,20080830-1010001OOaanyAAAL-AAKJ
523,20080910-1010001OOaanzAAAL-AAKK
524,20120215-1010105OOaaoaAAEV-AAKL
525,20131010-1010001OOaaobAAAL-AAKM
526,20081031-1010002OOaaocAAEW-AAKN
527,20100100-1010002OOaaodAAAL-AAKO
528,20090109-1010106OOaamlAAEX-AAKP
529,20090109-1010107OOaamlAAEX-AAKP
530,20090109-1010108OOaamlAAEX-AAKP
531,20090109-1010109OOaamlAAEX-AAKP
532,20090109-1010110OOaamlAAEX-AAKP
533,20090109-1010111OOaamlAAEX-AAKP
534,20081208-1010112OOaaoeAAAL-AAKQ
535,20090601-1010075OOaaofAAAL-AAKR
536,20090401-1010001OOaaogAAAL-AAKS
537,20081208-1010005OOaaohAAEY-AAKT
538,20031000-1010001OOaaoiAAEZ-AAKU
539,20091215-1010001OOaaojAAAL-AAKV
540,20091215-1010001OOaaokAAAL-AAKV
541,20091215-1010001OOaaolAAAL-AAKV
542,20091215-1010001OOaaomAAAL-AAKV
543,20091215-1010001OOaaonAAAL-AAKV
544,20091215-1010001OOaaooAAAL-AAKV
545,20091215-1010001OOaaooAAAL-AAKV
546,20091215-1010001OOaaooAAAL-AAKV
547,20091215-1010001OOaaopAAAL-AAKV
548,20091215-1010001OOaaopAAAL-AAKV
549,20091215-1010001OOaaopAAAL-AAKV
550,20091215-1010001OOaaoqAAAL-AAKV
551,20091215-1010001OOaaoqAAAL-AAKV
552,20091215-1010001OOaaoqAAAL-AAKV
553,20090900-1010005OOaaorAAFA-AAKW
554,20090900-1010005OOaaorAAFA-AAKW
555,20090900-1010005OOaaorAAFA-AAKW
556,20090900-1010005OOaaosAAFB-AAKW
557,20090900-1010005OOaaosAAFB-AAKW
558,20090900-1010005OOaaosAAFB-AAKW
559,20011200-1010001OOaaotAAAL-AAKX
560,20090400-1010113OOaaouAAAL-AAKY
561,20090400-1010113OOaaovAAAL-AAKY
562,20090417-1010114OOaaowAAFC-AAKZ
563,20110401-1010002OOaaoxAAAL-AALA
564,20110401-1010002OOaaoxAAAL-AALA
565,20090401-1010001OOaanaAAAL-AALB
566,20090605-1010005OOaaoyAAAL-AALC
567,20090605-1010005OOaaozAAAL-AALC
568,20090515-1010001OOaapaAAAL-AALD
569,20000000-1010001OOaaldAAFD-AALE
570,20070801-1010001OOaafkAAAL-AALF
571,20081208-1010001OOaapbAAAL-AALG
572,20090400-1010115OOaapcAAAL-AALH
573,20140400-1010001OOaapdAAFE-AALI
574,20140400-1010001OOaapdAAFF-AALI
575,20040300-1010116OOaapeAAAL-AALJ
576,20091208-1010001OOaapfAAFG-AALK
577,20091208-1010001OOaapgAAFH-AALL
578,20150000-1010001OOaaphAAAL-AALM
579,20090626-1010001OOaapiAAFI-AALN
580,20090626-1010001OOaapiAAFJ-AALN
581,20090626-1010001OOaapiAAFK-AALN
582,20090501-1010001OOaapjAAFL-AALO
583,20090904-1010002OOaapkAAFM-AALP
584,20090904-1010002OOaapkAAFN-AALP
585,20090904-1010002OOaapkAAFO-AALP
586,20150000-1010002OOaaplAAFP-AALQ
587,20090908-1010002OOaapmAAFQ-AALR
588,20090908-1010002OOaapmAAFR-AALR
589,20090908-1010002OOaapmAAFS-AALR
590,20090908-1010002OOaapmAAFT-AALR
